|_unit_id|_created_at|_golden|_id|_missed|_started_at|_tainted|_channel|_trust|_worker_id|_country|_region|_city|_ip|word_or_shortphrase|instruction|tweet|tweet_no|tweet_no_rt|type_of_message|type_of_messageconfidence|word_or_shortphrase_gold
1991|240633133|1/3/2013 10:19:45|False|798217623||1/3/2013 10:17:14|False|instagc|1.0|13794065|USA|TN|Nashville|74.179.63.99|East river coming in|names a structure, road, service, line, etc. that is not working or has been damaged|kimberlymufferiphotography: #williamsburg #brooklyn earlier today. East river coming in. #bridge #nyc #sandyÃ¤Ã³_ http://t.co/tXvjGyQC|36131|kimberlymufferiphotography: #williamsburg #brooklyn earlier today. East river coming in. #bridge #nyc #sandyÃ¤Ã³_ http://t.co/tXvjGyQC|Informative: damage (building, road, lines, etc.)|1.0|
1992|240633133|1/3/2013 10:47:12|False|798241842||1/3/2013 10:38:14|False|cbf|0.8|8370314|USA|VA|Richmond|71.197.14.226|East river coming in|names a structure, road, service, line, etc. that is not working or has been damaged|kimberlymufferiphotography: #williamsburg #brooklyn earlier today. East river coming in. #bridge #nyc #sandyÃ¤Ã³_ http://t.co/tXvjGyQC|36131|kimberlymufferiphotography: #williamsburg #brooklyn earlier today. East river coming in. #bridge #nyc #sandyÃ¤Ã³_ http://t.co/tXvjGyQC|Informative: damage (building, road, lines, etc.)|1.0|
2005|240633138|1/3/2013 08:25:15|False|798017948||1/3/2013 08:21:55|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|street|names a structure, road, service, line, etc. that is not working or has been damaged|RT @BBCBreaking: Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i|62433|Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i|Informative: damage (building, road, lines, etc.)|0.652|
2006|240633138|1/3/2013 09:57:33|False|798192601||1/3/2013 09:55:10|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @BBCBreaking: Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i|62433|Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i|Informative: damage (building, road, lines, etc.)|0.652|
2007|240633138|1/3/2013 10:55:59|False|798248406||1/3/2013 10:52:08|False|extralunchmoney|0.75|10850752|USA|CA|Newcastle|205.197.254.209|Street turned into river by floodwater|names a structure, road, service, line, etc. that is not working or has been damaged|RT @BBCBreaking: Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i|62433|Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i|Informative: damage (building, road, lines, etc.)|0.652|
2008|240633138|1/3/2013 10:58:40|False|798250832||1/3/2013 10:52:24|False|instagc|1.0|14395853|USA|WA|Puyallup|50.132.104.154|Street turned into river|names a structure, road, service, line, etc. that is not working or has been damaged|RT @BBCBreaking: Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i|62433|Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i|Informative: damage (building, road, lines, etc.)|0.652|
2024|240633144|1/3/2013 07:35:23|False|797927799||1/3/2013 07:33:00|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|$25 to the @redcross|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @TheSamSlater: For every RT this gets @slaterorg will donate $25 to the @redcross to help victims of hurricane Sandy! @twitter|17230|For every RT this gets @slaterorg will donate $25 to the @redcross to help victims of hurricane Sandy! @twitter|Informative: offers/gives donations of money, goods, or free services|1.0|
2025|240633144|1/3/2013 08:36:27|False|798041299||1/3/2013 08:34:35|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|$25|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @TheSamSlater: For every RT this gets @slaterorg will donate $25 to the @redcross to help victims of hurricane Sandy! @twitter|17230|For every RT this gets @slaterorg will donate $25 to the @redcross to help victims of hurricane Sandy! @twitter|Informative: offers/gives donations of money, goods, or free services|1.0|
2026|240633144|1/3/2013 09:59:16|False|798194911||1/3/2013 09:57:35|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|donate $25|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @TheSamSlater: For every RT this gets @slaterorg will donate $25 to the @redcross to help victims of hurricane Sandy! @twitter|17230|For every RT this gets @slaterorg will donate $25 to the @redcross to help victims of hurricane Sandy! @twitter|Informative: offers/gives donations of money, goods, or free services|1.0|
2027|240633145|1/3/2013 07:44:22|False|797944150||1/3/2013 07:41:41|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|NYC Mayor's Office|names a structure, road, service, line, etc. that is not working or has been damaged|Incredible scenes and a response to match @NYCMayorsOffice - amazing work by #NYC first responders #Sandy|80939|Incredible scenes and a response to match @NYCMayorsOffice - amazing work by #NYC first responders #Sandy|Informative: damage (building, road, lines, etc.)|0.6554|
2028|240633145|1/3/2013 10:03:05|False|798199798||1/3/2013 10:01:23|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|NYC|names a structure, road, service, line, etc. that is not working or has been damaged|Incredible scenes and a response to match @NYCMayorsOffice - amazing work by #NYC first responders #Sandy|80939|Incredible scenes and a response to match @NYCMayorsOffice - amazing work by #NYC first responders #Sandy|Informative: damage (building, road, lines, etc.)|0.6554|
2029|240633145|1/3/2013 10:47:12|False|798241843||1/3/2013 10:38:14|False|cbf|0.8|8370314|USA|VA|Richmond|71.197.14.226|none|names a structure, road, service, line, etc. that is not working or has been damaged|Incredible scenes and a response to match @NYCMayorsOffice - amazing work by #NYC first responders #Sandy|80939|Incredible scenes and a response to match @NYCMayorsOffice - amazing work by #NYC first responders #Sandy|Informative: damage (building, road, lines, etc.)|0.6554|
2030|240633146|1/3/2013 07:46:53|False|797948837||1/3/2013 07:44:24|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|brooklyn nyc|names a structure, road, service, line, etc. that is not working or has been damaged|Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA|34296|Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA|Informative: damage (building, road, lines, etc.)|0.7014|
2031|240633146|1/3/2013 09:53:14|False|798186558||1/3/2013 09:51:20|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|brooklyn|names a structure, road, service, line, etc. that is not working or has been damaged|Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA|34296|Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA|Informative: damage (building, road, lines, etc.)|0.7014|
2032|240633146|1/3/2013 10:38:59|False|798234870||1/3/2013 10:35:46|False|instagc|1.0|13900808|USA|FL|Alachua|174.131.116.254|Wood|names a structure, road, service, line, etc. that is not working or has been damaged|Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA|34296|Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA|Informative: damage (building, road, lines, etc.)|0.7014|
2033|240633146|1/3/2013 10:52:06|False|798245655||1/3/2013 10:47:26|False|extralunchmoney|0.75|10850752|USA|CA|Newcastle|205.197.254.209|none|names a structure, road, service, line, etc. that is not working or has been damaged|Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA|34296|Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA|Informative: damage (building, road, lines, etc.)|0.7014|
2034|240633147|1/3/2013 07:11:21|False|797883240||1/3/2013 07:08:38|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|$5 million|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @jasonroeder: Excited that @realDonaldTrump has decided to donate $5 million to Sandy clean-up efforts no-strings. I think everyone should thank him.|53349|Excited that @realDonaldTrump has decided to donate $5 million to Sandy clean-up efforts no-strings. I think everyone should thank him.|Informative: offers/gives donations of money, goods, or free services|0.6698|
2035|240633147|1/3/2013 07:41:40|False|797939426||1/3/2013 07:37:44|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|$5 million|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @jasonroeder: Excited that @realDonaldTrump has decided to donate $5 million to Sandy clean-up efforts no-strings. I think everyone should thank him.|53349|Excited that @realDonaldTrump has decided to donate $5 million to Sandy clean-up efforts no-strings. I think everyone should thank him.|Informative: offers/gives donations of money, goods, or free services|0.6698|
2036|240633147|1/3/2013 09:42:36|False|798169225||1/3/2013 09:40:33|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|donate $5 million|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @jasonroeder: Excited that @realDonaldTrump has decided to donate $5 million to Sandy clean-up efforts no-strings. I think everyone should thank him.|53349|Excited that @realDonaldTrump has decided to donate $5 million to Sandy clean-up efforts no-strings. I think everyone should thank him.|Informative: offers/gives donations of money, goods, or free services|0.6698|
2040|240633149|1/3/2013 07:19:33|False|797897295||1/3/2013 07:16:42|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|Empire State Building|names a structure, road, service, line, etc. that is not working or has been damaged|RT @LucyWeather: last night RT Ã¤Ã³Ã¬@JustinKing224 the only building with power in #NYC right now is the Empire State Building. #Sandy http://t.co/RlGmpYDVÃ¤Ã³Â|81361|last night RT Ã¤Ã³Ã¬@JustinKing224 the only building with power in #NYC right now is the Empire State Building. #Sandy http://t.co/RlGmpYDVÃ¤Ã³Â|Informative: damage (building, road, lines, etc.)|1.0|
2041|240633149|1/3/2013 08:25:15|False|798017949||1/3/2013 08:21:55|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|empire state building|names a structure, road, service, line, etc. that is not working or has been damaged|RT @LucyWeather: last night RT Ã¤Ã³Ã¬@JustinKing224 the only building with power in #NYC right now is the Empire State Building. #Sandy http://t.co/RlGmpYDVÃ¤Ã³Â|81361|last night RT Ã¤Ã³Ã¬@JustinKing224 the only building with power in #NYC right now is the Empire State Building. #Sandy http://t.co/RlGmpYDVÃ¤Ã³Â|Informative: damage (building, road, lines, etc.)|1.0|
2042|240633149|1/3/2013 10:19:18|False|798217136||1/3/2013 10:09:50|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|Empire State Building|names a structure, road, service, line, etc. that is not working or has been damaged|RT @LucyWeather: last night RT Ã¤Ã³Ã¬@JustinKing224 the only building with power in #NYC right now is the Empire State Building. #Sandy http://t.co/RlGmpYDVÃ¤Ã³Â|81361|last night RT Ã¤Ã³Ã¬@JustinKing224 the only building with power in #NYC right now is the Empire State Building. #Sandy http://t.co/RlGmpYDVÃ¤Ã³Â|Informative: damage (building, road, lines, etc.)|1.0|
2043|240633150|1/3/2013 07:46:53|False|797948842||1/3/2013 07:44:24|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|fireisland|names a structure, road, service, line, etc. that is not working or has been damaged|RT @mackissler: #FireIsland: 80% of homes facing the ocean were damaged and a dozen were either destroyed or washed out to sea. http://t.co/7Vyu6BTA #Sandy|35844|#FireIsland: 80% of homes facing the ocean were damaged and a dozen were either destroyed or washed out to sea. http://t.co/7Vyu6BTA #Sandy|Informative: damage (building, road, lines, etc.)|0.6691|
2044|240633150|1/3/2013 09:50:20|False|798182265||1/3/2013 09:48:15|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|FireIsland|names a structure, road, service, line, etc. that is not working or has been damaged|RT @mackissler: #FireIsland: 80% of homes facing the ocean were damaged and a dozen were either destroyed or washed out to sea. http://t.co/7Vyu6BTA #Sandy|35844|#FireIsland: 80% of homes facing the ocean were damaged and a dozen were either destroyed or washed out to sea. http://t.co/7Vyu6BTA #Sandy|Informative: damage (building, road, lines, etc.)|0.6691|
2045|240633150|1/3/2013 10:47:43|False|798242206||1/3/2013 10:43:34|False|instagc|1.0|13900808|USA|FL|Alachua|174.131.116.254|homes|names a structure, road, service, line, etc. that is not working or has been damaged|RT @mackissler: #FireIsland: 80% of homes facing the ocean were damaged and a dozen were either destroyed or washed out to sea. http://t.co/7Vyu6BTA #Sandy|35844|#FireIsland: 80% of homes facing the ocean were damaged and a dozen were either destroyed or washed out to sea. http://t.co/7Vyu6BTA #Sandy|Informative: damage (building, road, lines, etc.)|0.6691|
2052|240633153|1/3/2013 09:28:37|False|798143911||1/3/2013 09:26:52|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|east village nyc|names a structure, road, service, line, etc. that is not working or has been damaged|WHOA here's a video from East Village NYC. Totally flooded: http://t.co/1GL09F4t #Sandy|65902|WHOA here's a video from East Village NYC. Totally flooded: http://t.co/1GL09F4t #Sandy|Informative: damage (building, road, lines, etc.)|1.0|
2053|240633153|1/3/2013 10:32:26|False|798228770||1/3/2013 10:30:56|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|East Village NYC|names a structure, road, service, line, etc. that is not working or has been damaged|WHOA here's a video from East Village NYC. Totally flooded: http://t.co/1GL09F4t #Sandy|65902|WHOA here's a video from East Village NYC. Totally flooded: http://t.co/1GL09F4t #Sandy|Informative: damage (building, road, lines, etc.)|1.0|
2054|240633153|1/3/2013 10:43:10|False|798238679||1/3/2013 10:39:55|False|cbf|0.8571|13815080|USA|CO|Denver|67.164.184.239|East Village NYCN|names a structure, road, service, line, etc. that is not working or has been damaged|WHOA here's a video from East Village NYC. Totally flooded: http://t.co/1GL09F4t #Sandy|65902|WHOA here's a video from East Village NYC. Totally flooded: http://t.co/1GL09F4t #Sandy|Informative: damage (building, road, lines, etc.)|1.0|
2058|240633155|1/3/2013 07:53:38|False|797960489||1/3/2013 07:51:23|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|coney island hospital|names a structure, road, service, line, etc. that is not working or has been damaged|RT @Salon: NYC Sandy updates: Coney Island hospital reported to be on fire; NYU hospital evac in progress; building collapse video http://t.co/iX1XxgUE|84262|NYC Sandy updates: Coney Island hospital reported to be on fire; NYU hospital evac in progress; building collapse video http://t.co/iX1XxgUE|Informative: damage (building, road, lines, etc.)|1.0|
2059|240633155|1/3/2013 10:19:18|False|798217143||1/3/2013 10:09:50|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|Coney Island hospital|names a structure, road, service, line, etc. that is not working or has been damaged|RT @Salon: NYC Sandy updates: Coney Island hospital reported to be on fire; NYU hospital evac in progress; building collapse video http://t.co/iX1XxgUE|84262|NYC Sandy updates: Coney Island hospital reported to be on fire; NYU hospital evac in progress; building collapse video http://t.co/iX1XxgUE|Informative: damage (building, road, lines, etc.)|1.0|
2060|240633155|1/3/2013 10:41:11|False|798236716||1/3/2013 10:39:01|False|instagc|1.0|13900808|USA|FL|Alachua|174.131.116.254|Coney Island hospital|names a structure, road, service, line, etc. that is not working or has been damaged|RT @Salon: NYC Sandy updates: Coney Island hospital reported to be on fire; NYU hospital evac in progress; building collapse video http://t.co/iX1XxgUE|84262|NYC Sandy updates: Coney Island hospital reported to be on fire; NYU hospital evac in progress; building collapse video http://t.co/iX1XxgUE|Informative: damage (building, road, lines, etc.)|1.0|
2061|240633156|1/3/2013 08:11:50|False|797993265||1/3/2013 07:56:12|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|open shelters|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @DHSgov: search for open shelters by texting SHELTER+ a zip code to 43362 (4FEMA). Ex: Shelter 01234 (std rates apply) #Sandy|10616|search for open shelters by texting SHELTER+ a zip code to 43362 (4FEMA). Ex: Shelter 01234 (std rates apply) #Sandy|Informative: offers/gives donations of money, goods, or free services|0.6821|
2062|240633156|1/3/2013 10:05:40|False|798202819||1/3/2013 10:03:06|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|shelters|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @DHSgov: search for open shelters by texting SHELTER+ a zip code to 43362 (4FEMA). Ex: Shelter 01234 (std rates apply) #Sandy|10616|search for open shelters by texting SHELTER+ a zip code to 43362 (4FEMA). Ex: Shelter 01234 (std rates apply) #Sandy|Informative: offers/gives donations of money, goods, or free services|0.6821|
2063|240633156|1/3/2013 10:47:12|False|798241844||1/3/2013 10:38:14|False|cbf|0.8|8370314|USA|VA|Richmond|71.197.14.226|SHELTER|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @DHSgov: search for open shelters by texting SHELTER+ a zip code to 43362 (4FEMA). Ex: Shelter 01234 (std rates apply) #Sandy|10616|search for open shelters by texting SHELTER+ a zip code to 43362 (4FEMA). Ex: Shelter 01234 (std rates apply) #Sandy|Informative: offers/gives donations of money, goods, or free services|0.6821|
2068|240633158|1/3/2013 07:50:58|False|797955940||1/3/2013 07:43:06|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|subway station|names a structure, road, service, line, etc. that is not working or has been damaged|LOOK: An MTA photo shows a subway station after it was flooded by seawater during #superstorm #Sandy: http://t.co/J5vmUsA1|603|LOOK: An MTA photo shows a subway station after it was flooded by seawater during #superstorm #Sandy: http://t.co/J5vmUsA1|Informative: damage (building, road, lines, etc.)|0.7114|"subway station
station
subway"
2069|240633158|1/3/2013 07:53:38|False|797960482||1/3/2013 07:51:23|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|subway station|names a structure, road, service, line, etc. that is not working or has been damaged|LOOK: An MTA photo shows a subway station after it was flooded by seawater during #superstorm #Sandy: http://t.co/J5vmUsA1|603|LOOK: An MTA photo shows a subway station after it was flooded by seawater during #superstorm #Sandy: http://t.co/J5vmUsA1|Informative: damage (building, road, lines, etc.)|0.7114|"subway station
station
subway"
2070|240633158|1/3/2013 10:09:47|False|798207293||1/3/2013 10:07:43|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|subway station|names a structure, road, service, line, etc. that is not working or has been damaged|LOOK: An MTA photo shows a subway station after it was flooded by seawater during #superstorm #Sandy: http://t.co/J5vmUsA1|603|LOOK: An MTA photo shows a subway station after it was flooded by seawater during #superstorm #Sandy: http://t.co/J5vmUsA1|Informative: damage (building, road, lines, etc.)|0.7114|"subway station
station
subway"
2084|240633163|1/3/2013 08:34:32|False|798036991||1/3/2013 08:32:33|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|new york city taxis|names a structure, road, service, line, etc. that is not working or has been damaged|New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan|82984|New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan|Informative: damage (building, road, lines, etc.)|1.0|
2085|240633163|1/3/2013 10:23:22|False|798221091||1/3/2013 10:16:49|False|cbf|0.8|8370314|USA|VA|Richmond|71.197.14.226|flooded street|names a structure, road, service, line, etc. that is not working or has been damaged|New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan|82984|New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan|Informative: damage (building, road, lines, etc.)|1.0|
2086|240633163|1/3/2013 10:30:15|False|798227173||1/3/2013 10:23:17|False|cbf|0.8571|13815080|USA|CO|Denver|67.164.184.239|flooded street|names a structure, road, service, line, etc. that is not working or has been damaged|New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan|82984|New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan|Informative: damage (building, road, lines, etc.)|1.0|
2087|240633163|1/3/2013 10:35:32|False|798231462||1/3/2013 10:32:07|False|instagc|1.0|13900808|USA|FL|Alachua|174.131.116.254|taxis|names a structure, road, service, line, etc. that is not working or has been damaged|New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan|82984|New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan|Informative: damage (building, road, lines, etc.)|1.0|
2091|240633165|1/3/2013 07:46:53|False|797948846||1/3/2013 07:44:24|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|studio|names a structure, road, service, line, etc. that is not working or has been damaged|RT @davidblaine: Next to my studio. Water everywhere. #sandy http://t.co/f6crXq0s|66770|Next to my studio. Water everywhere. #sandy http://t.co/f6crXq0s|Informative: damage (building, road, lines, etc.)|0.6328|
2092|240633165|1/3/2013 10:09:47|False|798207298||1/3/2013 10:07:43|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|Next to my studio|names a structure, road, service, line, etc. that is not working or has been damaged|RT @davidblaine: Next to my studio. Water everywhere. #sandy http://t.co/f6crXq0s|66770|Next to my studio. Water everywhere. #sandy http://t.co/f6crXq0s|Informative: damage (building, road, lines, etc.)|0.6328|
2093|240633165|1/3/2013 10:30:15|False|798227174||1/3/2013 10:23:17|False|cbf|0.8571|13815080|USA|CO|Denver|67.164.184.239|studio. Water everywhere|names a structure, road, service, line, etc. that is not working or has been damaged|RT @davidblaine: Next to my studio. Water everywhere. #sandy http://t.co/f6crXq0s|66770|Next to my studio. Water everywhere. #sandy http://t.co/f6crXq0s|Informative: damage (building, road, lines, etc.)|0.6328|
2094|240633166|1/3/2013 07:54:04|False|797961300||1/3/2013 07:50:59|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|NYC train stations|names a structure, road, service, line, etc. that is not working or has been damaged|There are NYC train stations filled with water to the ceiling... #Sandy|9104|There are NYC train stations filled with water to the ceiling... #Sandy|Informative: damage (building, road, lines, etc.)|1.0|
2095|240633166|1/3/2013 08:43:19|False|798055149||1/3/2013 08:41:00|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|nyc train stations|names a structure, road, service, line, etc. that is not working or has been damaged|There are NYC train stations filled with water to the ceiling... #Sandy|9104|There are NYC train stations filled with water to the ceiling... #Sandy|Informative: damage (building, road, lines, etc.)|1.0|
2096|240633166|1/3/2013 10:03:05|False|798199797||1/3/2013 10:01:23|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|NYC train stations|names a structure, road, service, line, etc. that is not working or has been damaged|There are NYC train stations filled with water to the ceiling... #Sandy|9104|There are NYC train stations filled with water to the ceiling... #Sandy|Informative: damage (building, road, lines, etc.)|1.0|
2115|240633173|1/3/2013 08:43:19|False|798055146||1/3/2013 08:41:00|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|eighteen deaths|indicates who has (or how many people have) been injured or dead|Ã¤Â»Ã§Â’Â‡ RT @Reuters: Eighteen deaths in New York City because of #Sandy --Mayor Bloomberg|24727|Ã¤Â»Ã§Â’Â‡ RT @Reuters: Eighteen deaths in New York City because of #Sandy --Mayor Bloomberg|Informative: casualties (people injured or dead)|1.0|
2116|240633173|1/3/2013 10:17:13|False|798214572||1/3/2013 10:14:29|False|instagc|1.0|13794065|USA|TN|Nashville|74.179.63.99|Eighteen deaths|indicates who has (or how many people have) been injured or dead|Ã¤Â»Ã§Â’Â‡ RT @Reuters: Eighteen deaths in New York City because of #Sandy --Mayor Bloomberg|24727|Ã¤Â»Ã§Â’Â‡ RT @Reuters: Eighteen deaths in New York City because of #Sandy --Mayor Bloomberg|Informative: casualties (people injured or dead)|1.0|
2117|240633173|1/3/2013 10:45:39|False|798240725||1/3/2013 10:43:04|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|Eighteen deaths|indicates who has (or how many people have) been injured or dead|Ã¤Â»Ã§Â’Â‡ RT @Reuters: Eighteen deaths in New York City because of #Sandy --Mayor Bloomberg|24727|Ã¤Â»Ã§Â’Â‡ RT @Reuters: Eighteen deaths in New York City because of #Sandy --Mayor Bloomberg|Informative: casualties (people injured or dead)|1.0|
2118|240633174|1/3/2013 07:21:57|False|797901812||1/3/2013 07:19:34|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|NONE|names a structure, road, service, line, etc. that is not working or has been damaged|RT @mashable: 'This Is the Apocalypse' Video Shows #Sandy Destruction http://t.co/nSZXanj4|48967|'This Is the Apocalypse' Video Shows #Sandy Destruction http://t.co/nSZXanj4|Informative: damage (building, road, lines, etc.)|0.6963|
2119|240633174|1/3/2013 08:36:27|False|798041297||1/3/2013 08:34:35|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|sandy destruction|names a structure, road, service, line, etc. that is not working or has been damaged|RT @mashable: 'This Is the Apocalypse' Video Shows #Sandy Destruction http://t.co/nSZXanj4|48967|'This Is the Apocalypse' Video Shows #Sandy Destruction http://t.co/nSZXanj4|Informative: damage (building, road, lines, etc.)|0.6963|
2120|240633174|1/3/2013 09:59:16|False|798194908||1/3/2013 09:57:35|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|NONE|names a structure, road, service, line, etc. that is not working or has been damaged|RT @mashable: 'This Is the Apocalypse' Video Shows #Sandy Destruction http://t.co/nSZXanj4|48967|'This Is the Apocalypse' Video Shows #Sandy Destruction http://t.co/nSZXanj4|Informative: damage (building, road, lines, etc.)|0.6963|
2121|240633175|1/3/2013 07:50:58|False|797955947||1/3/2013 07:43:06|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|670000 New Yorkers without power|names a structure, road, service, line, etc. that is not working or has been damaged|RT @HuffingtonPost: Mayor Bloomberg: 670000 New Yorkers without power. #Sandy #NYC|67188|Mayor Bloomberg: 670000 New Yorkers without power. #Sandy #NYC|Informative: damage (building, road, lines, etc.)|1.0|
2122|240633175|1/3/2013 09:21:26|False|798129690||1/3/2013 09:19:53|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|670000 new yorkers without power|names a structure, road, service, line, etc. that is not working or has been damaged|RT @HuffingtonPost: Mayor Bloomberg: 670000 New Yorkers without power. #Sandy #NYC|67188|Mayor Bloomberg: 670000 New Yorkers without power. #Sandy #NYC|Informative: damage (building, road, lines, etc.)|1.0|
2123|240633175|1/3/2013 09:53:14|False|798186565||1/3/2013 09:51:20|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|New Yorkers|names a structure, road, service, line, etc. that is not working or has been damaged|RT @HuffingtonPost: Mayor Bloomberg: 670000 New Yorkers without power. #Sandy #NYC|67188|Mayor Bloomberg: 670000 New Yorkers without power. #Sandy #NYC|Informative: damage (building, road, lines, etc.)|1.0|
2127|240633177|1/3/2013 07:21:57|False|797901817||1/3/2013 07:19:34|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|$1k to @RedCross|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @thinkgeek: We're dry & safe at ThinkGeek HQ in Fairfax VA--but not everyone's so lucky. Why we just donated $1k to @RedCross: http://t.co/8Zija174|58198|We're dry & safe at ThinkGeek HQ in Fairfax VA--but not everyone's so lucky. Why we just donated $1k to @RedCross: http://t.co/8Zija174|Informative: offers/gives donations of money, goods, or free services|0.685|
