|sentence|appeal-code
10031|In order to respond to the outbreak, on 25 February 2016, the International Federation of Red Cross and Red Crescent Societies (IFRC) released 178,079 Swiss francs from the Disaster Relief Emergency Fund (DREF) to support Togolese Red Cross Society (TRCS).|MDRTG006
10032|The DREF operation was implemented to support 1,747,200 people (291,200 households) in the Savannes, Kara and Central regions, with substantial health care and hygiene promotion activities; over a period of 3 months initially and was extended for 1 more month to end in June 2016.|MDRTG006
10033|Initially, the Ministry of Health and Social Protection, according to the epidemiological situation, planned to conduct 1 vaccination campaign in response to this epidemic.|MDRTG006
10034|The rapid spread of cases in 3 regions motivated the health department to conduct 2 more vaccination campaigns.|MDRTG006
10035|This led to the extension and intensification of the activities for 1 month (June) without additional cost.|MDRTG006
10036|The major donors and partners of the TRCS in this meningitis operation include the IFRC and Catholic Relief Services (CRS).|MDRTG006
10037|The Togolese Red Cross Society would like to extend many thanks to all partners for their generous contributions.|MDRTG006
10038|The DREF operations donors include: The Red Cross Societies and governments of Australia, Austria, Belgium, Canada, Denmark, Ireland, Italy, Japan, Luxembourg, Monaco, the Netherlands, Norway, Spain, Sweden and the USA, as well as DG ECHO, the UK Department for International Development (DFID), the Medtronic, Zurich and Coca Cola Foundations, and other corporate and private donors.|MDRTG006
10039|The Togolese Red Cross Society would like to extend many thanks to all partners for their generous contributions.|MDRTG006
10150|Heavy rains triggered flash floods and mudslides in several districts of Tajikistan from 11 to 13 May 2015 and significant damage was caused to households, infrastructure and livestock in Qubodiyon, Jilikul, Khuroson, Vaksh and Hamadony districts in Khatlon province and Hoit administrative centre in the Rasht valley.|MDRTJ020
10151|According to the rapid assessment results from the Committee of Emergency Situations and Civil Defense and the Red Crescent Society of Tajikistan, 296 families (1,776 people) from the above mentioned areas were severely affected by floods and mudslides.|MDRTJ020
10152|Most of the houses were heavily damaged and rendered unusable.|MDRTJ020
10153|Roads, bridges, schools, agricultural fields, family plots and four schools were also affected and destroyed.|MDRTJ020
10154|The result of the detailed assessment conducted by the Governmental Emergency Commission and the Coordination Team members revealed that the affected population urgently needed shelter, food, hygiene and sanitation, drinking water, household equipment and construction tools and materials to renovate and reconstruct their damaged and destroyed houses.|MDRTJ020
10155|In close collaboration with the Tajik Government as well as international and national non-governmental agencies and local communities and supported by IFRC, the Red Crescent Society of Tajikistan responded to the floods with the provision of relief supplies to the vulnerable population.|MDRTJ020
10156|The Red Crescent`services included first aid, evacuation interventions, food and non-food items and hygiene promotion.|MDRTJ020
10164|As a result of heavy rains and strong winds on 7-8 June 2015 in the northern part of Tajikistan, floods and mudslides hit the population of three districts of Sughd province.|MDRTJ021
10165|According to the feedback and reports received from the Red Crescent Society of Tajikistan (RCST) response teams and Governmental Emergency Committee sources, up to 615 families (3,075 people) were directly affected: 572 families in J.Rasulov district, one family in Isfara district and 42 families in Ainy district.|MDRTJ021
10166|The affected population`s houses were partially or totally damaged and they lost their food stocks and home properties as well.|MDRTJ021
10167|Storage buildings, stocks for cooking/heating (e.g. firewood), cooking utensils and bedding/clothes of most affected households were destroyed or lost.|MDRTJ021
10168|The infrastructure was also heavily damaged including one school, seven kilometres of paved roads, six bridges and 340 hectares of planted fields.|MDRTJ021
10169|The electricity cables and water pipes have been also ruined, and the population was left without a regular supply of drinking water.|MDRTJ021
10170|The neighbouring unaffected villages helped the affected population by bringing some food.|MDRTJ021
10182|High temperatures and the rapid melting of snow and glaciers between 1 July to 22 July 2015 triggered mudflows and floods in the Gorno Badakhshan province and the Rasht valley of Tajikistan.|MDRTJ022
10183|The assessments showed that the abrupt increase of air temperature in many mountainous areas of Tajikistan intensified the glaciers` melting and caused floods and raised the water levels of the rivers.|MDRTJ022
10184|The disaster affected the basins of the rivers Pyanj, Gund, Vakhsh, Zaravshan, Kafernigan, Isfara and Isfana.|MDRTJ022
10185|In the most devastated villages of Barsem, Berdibekobod and Kolkhozobod of Shugnan district of the GornoBadakhshan Autonomous Oblast (GBAO) 72 residential buildings were completely and 14 partially destroyed, furthermore 140 families were evacuated to safer places in Khorog city and neighbouring villages.|MDRTJ022
10186|Besides that, one secondary school, six shops, two pedestrian bridges and two motorway bridges, one petrol station, 6 kilometres of high-voltage power line (35 kWt), 2 kilometres of power line (10 kWt), 2 kilometres of regional level motor road, five parking lots, six cars and 1,300 metres of irrigation channels as well as 3,000 various trees.|MDRTJ022
10187|Motor roads, power lines, agricultural lands, buildings and similar facilities, and other socio-economic infrastructure were destroyed.|MDRTJ022
10188|Even a section of the strategic Khorog-Murgab road of 3.5 kilometre length was completely destroyed.|MDRTJ022
10189|On 20-21 July 2015, heavy rains resulted in floods and mudflow in several communities in Rasht District, Directly Ruled Districts (DRD).|MDRTJ022
10190|Over 400 households (2,300 people) in Bedak village and 260 households (1,756 people) in Halqarf village of Navdi Jamoat did not have electricity and drinking water due to infrastructure damages.|MDRTJ022
10191|At least 60 houses were completely destroyed and 100 others partially damaged, and the population lost home properties and food.|MDRTJ022
10192|The disaster also damaged the local infrastructure, farmlands, power and water supply systems.|MDRTJ022
10193|Altogether, 929 families (5,401 people) were directly affected in GBAO and Rasht Directly Ruled Districts.|MDRTJ022
10211|A 7.2 magnitude earthquake occurred in Murghob district of the Gorno-Badakhshan Autonomous Oblast (GBAO) on 7 December 2015 with at least 15 aftershocks of below 5 magnitude the next day.|MDRTJ023
10212|Two people had been killed by rock-falls.|MDRTJ023
10213|Another 14 people sustained severe injuries.|MDRTJ023
10214|237 residential buildings were fully damaged and 601 houses were partially damaged.|MDRTJ023
10215|22 schools, four medical points and a local hydro-power station and some roads were destroyed.|MDRTJ023
10216|The President of the country ordered the Prime Minister, State Commission, as well provincial and district level authorities to take all necessary actions to address immediate relief needs of the affected communities.|MDRTJ023
10217|On 8 December 2015 the Deputy Prime Minister called for a meeting of Government and UN agencies, Red Crescent, NGOs, and donors to discuss initial information on damage and identify potential relief and recovery interventions in support of the affected area.|MDRTJ023
10230|At least four people were killed and thousands were affected by flash floods occurred as a result of heavy rains and strong winds on 9-12 May 2016 in nine districts of Tajikistan.|MDRTJ024
10231|According to the feedback and reports received from the Red Crescent Society of Tajikistan`s (RCST) response teams and Governmental Emergency Committee sources, some 1,598 households were affected countrywide.|MDRTJ024
10232|The affected population`s houses were partially or totally damaged and they lost their food stocks and home properties as well.|MDRTJ024
10233|Storage buildings, stocks for cooking/heating (e.g. firewood), cooking utensils and bedding/clothes of the most affected households were destroyed or lost.|MDRTJ024
10234|The disaster caused significant damage to agricultural fields, bridges and local infrastructure as well.|MDRTJ024
10235|Hundreds of livestock had been killed..|MDRTJ024
10236|Some 1,500 people, including women and children in Rudaky district were evacuated by the Committee of Emergency Situations (CoES) and local authorities to safer places at their relative’s houses and in public facilities.|MDRTJ024
10237|The Dushanbe – Khorog highway had also been closed due to flooding/mudflow at several junctures.|MDRTJ024
10238|The neighbouring unaffected villages were providing help by bringing some food for the affected population.|MDRTJ024
10253|The measles epidemic in Tajikistan started in April 2017in Rudaki district, and gradually spread to the capital city of Dushanbe and the surrounding districts, as well as Khatlon oblast.|MDRTJ025
10254|In mid-April 2017, 263 registered cases of measles were reported, out of which 157 were laboratory confirmed.|MDRTJ025
10255|By 1 May, the number of notified and investigated cases rose from 263 to 345, with 246 patients (71 per cent) hospitalised.|MDRTJ025
10256|There were two child deaths registered over the course of the epidemic – one in Khatlon oblast and one in the Districts of Republican Subordination).|MDRTJ025
10257|The group most affected by the epidemic were children between 1 and 9 years of age.|MDRTJ025
10258|This also corresponded to the cohort born after the last national measles and rubella (MR) immunisation campaign conducted in 2009.|MDRTJ025
10259|Normally, the immunisation centre of the Ministry of Health and Social Protection (MoHSP) carries out immunisation on an annual basis for approx. 97 per cent of this cohort.|MDRTJ025
10260|The remaining three per cent – including migrants, Roma and displaced people – however, tends to remain non-immunised.|MDRTJ025
10261|In response to the outbreak, the MoHSP decided to conduct a nationwide MR vaccination campaign targeting children aged 1 to 9 years 15–26 May 2017 with the support of the Measles and Rubella Outbreak Response Initiative (MRI) Fund.|MDRTJ025
10262|The government of Tajikistan issued a decree on National Additional Immunisation Days in the country on 28 April.|MDRTJ025
10263|The MoHSP issued an internal order on immunisation accordingly.|MDRTJ025
10274|Heavy rains and strong winds on 26 June 2017 lasting for an hour (approx. 16:30–17:30) resulted in a mudflow in Amondara village, Panjakent district (Sughd Province) of Tajikistan.|MDRTJ026
10275|According to the results of the rapid assessment, conducted on 27 June by the Governmental Emergency Response Commission (which includes the Committee of Emergency Situations (CoES) and Civil Defence of Tajikistan), the RCST and REACT1 partners (national and international organisations), about 140 households (700 people) had been affected.|MDRTJ026
10276|Six houses were fully destroyed, and ten were heavily damaged; 124 houses were filled by mud.|MDRTJ026
10277|The affected population lost their livelihoods, livestock and home properties and critical social infrastructure.|MDRTJ026
10278|Inhabitants of the destroyed houses were evacuated and were hosted by relatives and neighbours.|MDRTJ026
10279|The families whose houses had been partly damaged returned after a week following the disaster to renovate their houses.|MDRTJ026
10280|The families whose houses had been completely destroyed returned after the construction of new houses by the government and local authorities was completed in mid-October 2017.|MDRTJ026
10281|The mudflow damaged 3.5 km of irrigation water supply channels and 1.5 km of drinking water system.|MDRTJ026
10282|Therefore, access to clean drinking water and irrigation water in the village was limited.|MDRTJ026
10283|The mud also destroyed crops on 40 hectares of agricultural lands and kitchen gardens, and partially damaged the secondary school of the village.|MDRTJ026
10284|The results of the rapid assessment can be seen in Table 1 below.|MDRTJ026
10300|Heavy rains between 16 and 21 May caused floods in the southern part of Tajikistan, affecting nine villages in two districts of Khatlon Province.|MDRTJ027
10301|The rapid and detailed assessment conducted by the Government Emergency Response Commission and the Committee of Emergency Situations and Civil Defence under the Government of Tajikistan (CoES) 17–26 May found 6 people dead and 1,145 households (5,725 people) heavily affected.|MDRTJ027
10302|A number of infrastructure objects were damaged or destroyed in Farkhor and Panj districts of Khatlon Province.|MDRTJ027
10303|Land plots of 6 households (around 30 people) in Vakhsh district (Bokhtar region of Khatlon Province) were flooded – causing people to lose their harvest.|MDRTJ027
10304|In Sughd Province, around 3 ha of arable lands, 800 m of village roads and 10 ha of land plots in Ruzi obnok village of Penjikent were destroyed, as well as 51 km of motorway and 300 m of irrigation pipes.|MDRTJ027
10305|The main road connecting Kurgoncha village of Abbor Rasulov district with the district centre was blocked.|MDRTJ027
10306|A pedestrian bridge constructed under the RCST “Transborder” programme in the village was destroyed.|MDRTJ027
10307|Floods and mudflows in the province resulted in eight casualties in total.|MDRTJ027
10308|Farkhor district:|MDRTJ027
10309|According to the assessment results, 168 households (840 people) have been affected in Farkhor district – 6 houses were completely destroyed and another 11 houses partly destroyed and unusable.|MDRTJ027
10310|Furthermore, 151 houses have been inundated in mud, and inhabitants lost their belongings.|MDRTJ027
10311|Auxiliary buildings and land plots have also been damaged in Surkhob, Vahdat and Nurmat Safarov villages, Ghalaba jamoat of Farkhor district.|MDRTJ027
10312|Panj district:|MDRTJ027
10313|A total of 977 households (4,885 people) have been affected in the district, with 20 houses completely destroyed, 8 houses partly destroyed and another 949 houses, auxiliary buildings and land plots mudded and damaged in Kommunizm, Peshqadam, Namuna, Selgah, Kabud Saifiddinov, Otchopar villages in Ozodagon jamoat of Panj district.|MDRTJ027
10314|The results of the assessment, carried out between 17 and 26 May in Farkhor and Panj districts of Khatlon province, are summarized in the table below.|MDRTJ027
10324|On 31 July 2017, a fire broke out in Jendouba Governorate (the North-West region of Tunisia), particularly affecting the delegations of Ain Draham and Fernana, resulting in the destruction of houses and displacing around 500 persons, leaving them in a very vulnerable situation without any shelter.|MDRTN006
10325|After 31 July, the forest fires extended to other governorates of Tunisia, particularly to Bizerte (the North region of Tunisia).|MDRTN006
10326|Hot winds from the south aggravated the situation enabling easy spread of fire and widespread destruction.|MDRTN006
10327|The fire strongly affected the region of Bizerte, particularly in Sejnane and Ghezala delegations.|MDRTN006
10328|In that region, more than 120 families were evacuated and placed in a transitional shelter managed by Tunisian Red Crescent (TRC).|MDRTN006
10348|Tropical Cyclone Gita (TC Gita), a Category 4 system crossed Tonga between 12 and 13 February 2018 with average winds of 110 knots (285km/hour) close to the center, making it one of the worst cyclones to have ever hit the island nation in recorded history, has left a trail of damages to infrastructures and homes in Tongatapu (where the capital of the country Nuku?alofa is situated) and ‘Eua.|MDRTO001
10349|A State of Emergency was declared by the Government of Tonga at 10.00 am on Monday 12 February 2018 for initially one month.|MDRTO001
10350|This declaration was extended to the 12 April 2018 to allow for all agencies responding to complete all Emergency interventions and transition to early recovery.|MDRTO001
10351|Upon the initial declaration the Tongan government to New Zealand Ministry of Foreign Affairs and the Division for Foreign Affairs of the Australian government for initial support and non-food items relief supplies.|MDRTO001
10352|Government-led assessment teams were deployed to assess the extent of damage to essential services, power and electricity, agricultural crops and school buildings, where damage was thought to be most severe in Tongatapu and ‘Eua.|MDRTO001
10353|Latest figures released by NEMO indicates 4,451 houses have been damaged and destroyed in Tongatapu, and 257 in ‘Eua, for a total of 4,708 houses damaged or destroyed.|MDRTO001
10354|Approximately 4,500 people sought refuge in evacuations centres.|MDRTO001
10355|To date, all evacuees who were sheltered in about 108 evacuations centres in Tongatapu have returned to their usual place of residence.|MDRTO001
10414|On the 3rd March 2015 at around 23:00 hrs, hailstorms accompanied by strong winds and heavy rainfall pounded the villages of Mwakata, Magung’unhwa and Nhumbi in Msalala district, Shinyanga region.|MDRTZ016
10415|The villages are located 20 kilometres from Kahama town, 75 kilometres from Shinyanga town and 1,000 kilometres North-West of Dar es Salaam.|MDRTZ016
10416|According to the Tanzania Red Cross Society (TRCS) up to 5,000 people were affected, including 3,500 people who were displaced, Six hundred and thirty four (634) houses destroyed ,47 people killed and 112 injured majority of whom were children.|MDRTZ016
10417|On the 4th March 2015, the International Federation of Red Cross and Red Crescent Societies (IFRC) released CHF 115,885 from the Disaster Relief Emergency Fund (DREF) to support the TRCS provide immediate relief assistance to 500 families (3,000 people) affected by the storms, for a period of three months.|MDRTZ016
10418|Following the launch of the DREF operation, the procurement of some Non Food Items (NFIs) items (mosquito nets, blankets and water buckets) were done through the IFRC East Africa and Indian Ocean Islands (EAIOI) regional office in Nairobi , however slight delay was experienced during the clearance process thus affecting distribution .|MDRTZ016
10419|On 14 May 2015, the timeframe of the DREF operation was extended by six weeks (until 30 June 2015), and then on the 17th June 2015, by additional two weeks (until 14 July 2015).|MDRTZ016
10420|All activities planned within the DREF operation were completed by the end of June 2015.|MDRTZ016
10421|The DREF was partially replenished by DG ECHO.|MDRTZ016
10422|The other major donors and partners of the DREF are the Red Cross Societies and governments of Australia, Austria, Belgium, Canada, Denmark, Ireland, Italy, Japan, Luxembourg, Monaco, the Netherlands, Norway, Spain, Sweden and the USA, as well as DG ECHO, the UK Department for International Development (DFID) the Medtronic and Zurich and other corporate and private donors.|MDRTZ016
10423|The IFRC, on behalf of the Tanzania Red Cross Society would like to extend its thanks to all partners for their generous contributions.|MDRTZ016
10431|Dodoma Municipality and Bahi district in Dodoma region experienced significant flooding as a result of heavy rain accompanied by high speed winds on 17 to 18 January 2016.|MDRTZ019
10432|Rapid assessment carried out by the Tanzania Red Cross Society (TRCS) branch in Dodoma indicated that there were at least 300 displaced families (1,500 people) in both the Dodoma Municipality and Bahi district, who needed urgent humanitarian assistance.|MDRTZ019
10433|On 31 January 2016, the International Federation of Red Cross and Red Crescent Societies (IFRC) released CHF 111,642 from the Disaster Relief Emergency Fund (DREF) to support the TRCS respond to the immediate needs of 300 families (1,500 people) affected by flooding in Dodoma Municipality and Bahi district with support in shelter, water and sanitation and non-food items (NFIs), reaching some 1,072 families (5,450 people – of which the 300 families are included) in Dodoma region, for a period of four months, specifically in the areas of first aid and hygiene promotion.|MDRTZ019
10434|From 10 to 15 February 2016, Rufiji district in the Coast region experienced further rains and flooding.|MDRTZ019
10435|According to the assessment data collected by the Rufiji District Authority about 11,137 families (53,446 people) were affected by the floods, which affected 15 wards.|MDRTZ019
10436|Houses were submerged in flood waters, leaving over 3,000 people displaced.|MDRTZ019
10437|Because of this evolving situation, on 8 March 2016, the IFRC released an additional CHF 116,629 from the DREF to expand the planned activities to support an additional 610 families (3,050 people) in the Rufiji district, Coast region and extend the time frame by two weeks (until 30 April 2016).|MDRTZ019
10438|An IFRC and TRCS monitoring mission was conducted on 9 May 2016, to provide verification that the activities planned in Rufiji district remained relevant and appropriate to the needs of the population and the mandate of the DREF tool.|MDRTZ019
10439|The findings of the monitoring visit indicated that the situation in Rufiji remained the same.|MDRTZ019
10440|The affected population still required the services as per the initial assessment conducted.|MDRTZ019
10441|The major donors and partners of the DREF include the Red Cross Societies and governments of Australia, Austria, Belgium, Canada, Denmark, Ireland, Italy, Japan, Luxembourg, Monaco, the Netherlands, Norway, Spain, Sweden and the USA, as well as DG ECHO, the UK Department for International Development (DFID) the Medtronic and Zurich Foundations and other corporate and private donors.|MDRTZ019
10442|The IFRC, on behalf of the Red Cross Society of Tanzania would like to extend many thanks to all partners for their generous contributions.|MDRTZ019
10466|An earthquake of 5.9 magnitude hit north-west Tanzania, Kagera region, on September 10 2016 at about 15:27 hours local East African time (12:27 GMT).|MDRTZ020
10467|The epicentre of the earthquake was reported to be about 44 km from Bukoba town, which is located on the shores of Lake Victoria, near the border with Uganda, Burundi and Rwanda.|MDRTZ020
10468|It was reported that the earthquake occurred at a depth of 10 km and was categorized as being shallow.|MDRTZ020
10469|Shallow earthquakes are viewed to have a greater impact.|MDRTZ020
10470|Kagera region has a total population of 2,458,023 with 1,814,481 people living in the six affected districts (Population Census, 2012).|MDRTZ020
10471|A rapid assessment was commissioned by the government and led by UNDAC confirmed that six out of eight districts in the region were affected.|MDRTZ020
10472|A total of 17 people died and 139,161 people were directly affected with 2,500 homes completely destroyed and14,500 others partially destroyed.|MDRTZ020
10473|This led to most of people spending the night outside or with host families.|MDRTZ020
10474|Others continued to stay in the destroyed houses despite the imminent danger.|MDRTZ020
10475|The findings highlighted a need to support the affected population in areas of shelter (both emergency and recovery), food and non-food items, health care, WASH, protection and education.|MDRTZ020
10476|To get a more in-depth understanding of the impact of the earthquake, in line with the DREF strategy a detailed assessment was carried out in four of the worst affected districts of Bukoba Urban, Bukoba Rural, Karagwe and Misenyi.|MDRTZ020
10477|A total of 56 wards and 146 villages were assessed.|MDRTZ020
10478|The following table shows the population distribution of the Kagera region.|MDRTZ020
10479|In addition, the map shows the geographical locations of the districts in the Kagera region.|MDRTZ020
10480|The major donors and partners of the DREF included the Red Cross Societies and governments of Australia, Austria, Belgium, Canada, Denmark, Ireland, Italy, Japan, Luxembourg, Monaco, the Netherlands, Norway, Spain, Sweden and the USA, as well as DG ECHO, the UK Department for International Development (DFID) the Medtronic and Zurich Foundations and other corporate and private donors.|MDRTZ020
10481|The IFRC, on behalf of the Red Cross Society of Tanzania would like to extend many thanks to all partners for their generous contributions.|MDRTZ020
10496|From 12 to 18 April 2018, torrential rainfall hit various parts of Tanzania mainland and Zanzibar, causing flood in Dar es Salaam (Kinondoni, Ilala, Temeke and Kigamboni Municipals); Arusha (Arusha District Council, Meru, Longido, Monduli districts); Zanzibar; Kilimanjaro (Same, Hai, Mwanga districts); Tanga (Handeni, Lushoto districts); Manyara (Simanjiro, Kiteto, Babati districts); Tabora (Nzega and Kaliua districts); Pwani (Mafia and Rufiji districts); Mwanza, Morogoro, Dodoma, Mbeya, Rukwa, Mtwara, Shinyanga, and Geita.|MDRTZ021
10497|Immediately after the disaster hit, Tanzania Red Cross Society (TRCS) deployed a National Disaster Response Team (NDRT), a Branch Disaster Response Team (BDRT) and volunteers from TRCS branches of Arusha, Dar es Salaam and Zanzibar to evacuate affected people, administer first aid to people in need and conduct a rapid initial assessment of the situation.|MDRTZ021
10498|Based on TRCS volunteer assessment and Dar es Salaam Multi-Agency Emergency Response Team (DARMAERT) reports, a total of 15,862 people was directly affected by floods in the above-mentioned locations.|MDRTZ021
10499|In Arusha, a total of 548 households were displaced due to the floods and 203 houses were damaged.|MDRTZ021
10500|In Dar es Salaam, some 2,151 households were displaced, 42 houses and 21 latrines completely collapsed and 342 houses severely damaged and on the island of Zanzibar, 191 households were displaced, and 225 houses damaged.|MDRTZ021
10501|As a result of this, the majority of flood victims sought refuge with relatives and neighbours.|MDRTZ021
10502|Given the limited means available in country to respond fully to this emergency, TRCS requested CHF 196,499 from the International Federation of Red cross and Red Crescent Societies (IFRC) through the Disaster Relief Emergency Fund (DREF) to launch a three months relief operation.|MDRTZ021
10503|This DREF operation, launched on 30 April 2018, focused on providing emergency shelter, health and WASH services including NFI distribution to.|MDRTZ021
10504|800 most affected households (4,000 people) in Arusha, Dar es Salaam and Zanzibar.|MDRTZ021
10505|Soon after the start of the DREF operation, it was clear that procurement of non-food items would be challenging, due to the absence of a pre-qualified suppliers list, the limited capacity of the logistics department and the existing procurement workload for other projects and operations implemented in Tanzania.|MDRTZ021
10506|To support the National Society with the DREF procurements, a logistic RDRT was deployed for this operation.|MDRTZ021
10507|However, some delays in the procurement process could not be prevented due to the above-mentioned reasons.|MDRTZ021
10508|As such, an Operation Update was published on 25 July 2018, granting a one month no-cost timeframe extension to the operation, to ensure that all activities were implemented within the timeframe to reach the set target of improving the living conditions of targeted 800 households.|MDRTZ021
10509|The major donors and partners of the DREF include the Red Cross Societies and governments of Australia, Austria, Belgium, Britain, Canada, Denmark, Finland, Ireland, Italy, Japan, Luxembourg, Monaco, the Netherlands, Norway, Spain, Sweden and the USA, as well as DG ECHO, the UK Department for International Development (DFID), AECID, the Medtronic and Zurich Foundations and other corporate and private donors.|MDRTZ021
10510|On behalf of Tanzania Red Cross Society (TRCS), the IFRC would like to extend many thanks to all partners for their generous contributions.|MDRTZ021
10549|On the evening of 29 October 2015, explosions were triggered by a fire at an ammunition depot in the town of Svatovo, Luhansk Region, with a population of 19,700 people and in the nearby village of Milovatka with 2,300 residents.|MDRUA008
10550|The ammunition depot, situated in a residential area, had a stockpile of about 3.5 tons of ammunition which exploded.|MDRUA008
10551|Many state-owned and private buildings were damaged.|MDRUA008
10552|Four persons were killed, 54 persons were injured.|MDRUA008
10553|One fourth of the population had to be evacuated from the adjacent territories to the towns of Kreminna, Troyitske, and Rubizhne.|MDRUA008
10554|The residents of these neighbouring towns helped by bringing food for the affected population.|MDRUA008
10555|In the town of Svatovo, the fire and the shell explosions damaged 476 buildings (including 18 residential buildings), whereas 4 private buildings were completely destroyed.|MDRUA008
10556|The affected population lost their food stocks and home properties.|MDRUA008
10557|The infrastructure was also severely damaged including 4 local schools and a home for elderly people.|MDRUA008
10558|Gas, electricity and water supplies were significantly limited and disrupted for a considerable time.|MDRUA008
10559|By the morning of 30 October, at around 4 am, the massive explosions in Svatovo ammunition depot stopped, although sporadic explosions continued to take place.|MDRUA008
10560|The town was divided into 15 sectors in order to conduct search for the missing people and to help those affected.|MDRUA008
10561|The deactivation of unexploded devices was done by the Ministry of Emergencies` trained staff.|MDRUA008
10562|The operational staff received 216 applications for the deactivation of unexploded ordnances.|MDRUA008
10638|On 17 October 2017, the Uganda Virus Research Institute (UVRI) confirmed through positive RT PCR results a case of Marburg Viral Disease (MVD) from a sample obtained from Kween District in Eastern Uganda.|MDRUG039
10639|The Ugandan Ministry of Health immediately notified the World Health Organization (WHO) and officially declared it as an outbreak on 19 October 2017, right after the laboratory diagnosis.|MDRUG039
10640|Marburg virus disease (MVD), formerly known as Marburg hemorrhagic fever, is a severe, often fatal illness in human beings.|MDRUG039
10641|The number of people infected rapidly increased to 6 suspected cases, and the Ministry of Health was confronted with a higher caseload, including contact tracing and an increased need for awareness activities, at that time without external support.|MDRUG039
10642|To mitigate the threat of Marburg Virus Disease, the International Federation of Red Cross and Red Crescent Societies (IFRC) supported the Uganda Red Cross Society (URCS) to respond to the outbreak through a Disaster Response Emergency Fund (DREF) allocation amounting to CHF 84,569.|MDRUG039
10643|The DREF funds enabled the National Society to launch immediate community outbreak prevention activities targeting 52,971 direct beneficiaries (26,394 males and 26,577 females), from 06 November 2017 to 06 February 2018.|MDRUG039
10644|After the declaration of the oubtreak, the Uganda Red Cross, through Kapchorwa Branch, mobilzed 230 communitybased volunteers in Kapchorwa, Kween and Bukwo districts to support Infection Prevention & Control (IPC), Safe and Dignified Burial (SDB) and risk communication/community engagment activities through house-to-house visits, community meetings and the distribution of Information Education and Communication (IEC) materials.|MDRUG039
10645|Through MVD prevention interventions URCS reached 58,064 persons, a slightly higher number then initially planned for, due to the decision of partners to expand the prevention activities to additional at risk districts in Kween and Bukwo.|MDRUG039
10646|The prevention messages reduced community resistance, and contributed to limiting the spread of MVD and subsequently to the control of the outbreak within two months after its declaration.|MDRUG039
10647|With Marburg being a highly virulent and communicatble disease, the implementation of the DREF operation required a dedicated and devoted volunteer force.|MDRUG039
10648|When on 7th December 2017, the outbreak was declared to be contained, a cumulative total number of 3 cases had been confirmed (1 probable, and 2 confirmed), with the last confirmed death recorded in Kaproron Health Centre IV in in Kapchorwa district on 26th October 2017.|MDRUG039
10649|Many suspected Marburg cases, who were registered and admitted into the isolation units, later tested negative for Marburg and were ruled out.|MDRUG039
10650|A total of 339 contacts were listed and followed up until the recommended 21-days period was completed.|MDRUG039
10651|Since the start of the outbreak, MoH, WHO, Centres for Disease Control (CDC), Médecins sans Frontières (MSF) and other actors including Uganda Red Cross Society (URCS) responded quickly.|MDRUG039
10652|The multi stakeholder teams of experts remained on the ground in Kapchorwa and Kween district until the outbreak was fully contained.|MDRUG039
10653|With support of the WHO, the Ministry of Health organized a Marburg Outbreak Response “After Action Review” (AAR) meeting on 5th-6th March 2018 at Imperial Royale Hotel.|MDRUG039
10654|URCS was one of the partners present in this AAR, where lessons learned were shared between partners with the objective to strengthen management of future Viral Hemorrhagic Fever (VHF) outbreaks.|MDRUG039
10699|The El Niño phenomenon had been causing extremely unstable climatic conditions in Uruguay and southern Brazil since 2015.|MDRUY002
10700|Specifically, it brought heavy rains that raised river levels in southern Brazil, which in turn caused rivers to swell and overflow their banks in Uruguay.|MDRUY002
10701|It also produced heavy rainfall and a tornado in April 2016, which caused flooding and destroyed homes in various areas in Uruguay.|MDRUY002
10702|According to Uruguay's National Emergency System's (SINAE) 21 April 2016 report, both events displaced more than 10,355 people.|MDRUY002
10703|The climatic instability phenomenon affected the entire country, causing floods and flood victims in the country's 19 departments.|MDRUY002
10704|On the afternoon of Friday, 15 April 2016, a strong tornado touched down in the city of Dolores in the department of Soriano, affecting mainly the city's downtown area.|MDRUY002
10705|"Departmental authorities indicated that the phenomenon was ""very large"" and more powerful than the one that occurred in 2012."|MDRUY002
10706|"The tornado's ""funnel"" began forming a little after 16:00h over western suburban areas of the city, later moving across General Fructuoso Rivera Street and toward the downtown area."|MDRUY002
10707|A few seconds later, it veered south, causing major damage to the area between Rivera (to the west), Route 21, the Juan Manuel Blanes perimeter road and Paso de la Arena road (to the east).|MDRUY002
10708|The most affected neighbourhoods were Cadol, Barrio Paris, Centro and Altos de Dolores.|MDRUY002
10709|The atmospheric phenomenon wreaked havoc on local homes, streets and businesses.|MDRUY002
10710|Assessments carried out by the authorities reported 1,544 affected families (4,431 people), and inspections gave1,643 damaged properties the following designations: 251 Reds (destroyed, with severe or total damage, 521 Yellows (damaged), and 871 Greens (minor damage).|MDRUY002
10711|Some 155 businesses were affected, which on average had engaged in commercial activities for 16 years: 63 per cent were formal, while the rest were informal; 27.1 per cent conducted business out of business owners’ homes, while 72.9 per cent did not; 55.8 per cent lost merchandise and raw materials; 51 per cent lost work tools; 23 per cent lost office equipment; and 73.9 per cent were uninsured.|MDRUY002
10712|Affected businesses included stores, supermarkets, shops, furniture stores, carpentry workshops, inns, metal workshops, mechanic workshops, blacksmiths, distributors, bakeries, pasta factories, veterinarians, agribusinesses, payment services, banks, credit unions, shoe shops, hairdressers, transport agencies, media outlets, beekeepers, and butcher shops, among others.|MDRUY002
